delete,dq,matches_played,qual_average,rank,team_key,losses,wins,ties,ranking_score,cargo,hatch,hab,sandstorm_bonus,ranking_points
6,0,12,,7,frc5006,7,5,0,2,222,90,219,141,24
7,0,12,,8,frc1987,4,8,0,1.91,288,94,165,162,23
8,0,12,,9,frc4959,4,8,0,1.83,285,116,156,168,22
9,0,12,,10,frc5437,4,8,0,1.83,282,100,135,144,22
10,0,12,,11,frc6886,6,6,0,1.83,234,84,183,150,22
11,0,12,,12,frc5889,3,8,1,1.75,282,112,126,141,21
12,0,12,,13,frc5119,4,7,1,1.66,231,60,150,159,20
13,0,12,,14,frc1997,6,6,0,1.66,228,78,168,150,20
14,0,12,,15,frc1806,5,7,0,1.58,300,124,150,171,19
15,0,12,,16,frc1094,5,7,0,1.58,300,94,174,171,19
16,0,12,,17,frc7141,6,6,0,1.58,240,78,159,147,19
17,0,12,,18,frc7662,5,7,0,1.5,231,56,141,141,18
18,0,12,,19,frc1939,6,6,0,1.41,300,90,174,150,17
19,0,12,,20,frc1785,5,7,0,1.41,291,88,126,138,17
20,0,12,,21,frc5041,6,6,0,1.41,264,88,153,171,17
21,0,12,,22,frc931,6,6,0,1.33,255,80,144,174,16
22,0,12,,23,frc31,6,6,0,1.33,195,94,129,150,16
23,0,12,,24,frc7729,7,5,0,1.33,189,74,147,144,16
24,0,12,,25,frc2333,6,5,1,1.16,249,94,129,165,14
25,0,12,,26,frc938,8,4,0,1.08,216,66,144,141,13
26,0,12,,27,frc5454,8,4,0,1,279,82,144,159,12
27,0,12,,28,frc3593,8,4,0,1,240,86,132,159,12
28,0,12,,29,frc3397,8,4,0,1,240,64,138,156,12
29,0,12,,30,frc2773,8,4,0,0.91,267,62,120,159,11
30,0,12,,31,frc2359,9,3,0,0.91,258,72,144,135,11
31,0,12,,32,frc2164,9,3,0,0.91,231,72,147,138,11
32,0,12,,33,frc6843,9,3,0,0.91,222,72,162,153,11
33,0,12,,34,frc5550,8,4,0,0.91,195,116,129,138,11
34,0,12,,35,frc5918,9,2,1,0.83,231,64,144,144,10
35,0,12,,36,frc4455,10,2,0,0.83,219,62,141,153,10
0,0,10,,1,frc1658,1,9,0,2.8,201,104,162,105,28
1,0,10,,2,frc4931,2,8,0,2.6,132,108,189,114,26
2,0,10,,3,frc1501,3,7,0,2.4,180,60,180,117,24
3,0,10,,4,frc4256,1,9,0,2.4,177,94,144,108,24
4,0,10,,5,frc4356,3,6,1,2.4,87,90,186,123,24
5,0,10,,6,frc1259,1,8,1,2.2,258,104,114,111,22
6,0,10,,7,frc4143,4,6,0,2.2,195,96,180,102,22
7,0,10,,8,frc5176,3,7,0,2.2,150,72,150,120,22
8,0,10,,9,frc4329,4,6,0,2.1,135,80,177,120,21
9,0,10,,10,frc4213,3,7,0,1.9,186,104,120,123,19
10,0,10,,11,frc7773,3,7,0,1.9,153,78,132,120,19
11,0,10,,12,frc4500,2,8,0,1.8,201,56,120,129,18
12,0,10,,13,frc3330,3,7,0,1.7,171,44,93,129,17
13,0,10,,14,frc706,3,6,1,1.7,102,92,108,102,17
14,0,10,,15,frc2978,4,6,0,1.5,168,54,108,99,15
15,0,10,,16,frc1444,4,6,0,1.4,189,84,84,114,14
16,0,10,,17,frc931,5,5,0,1.4,153,60,123,120,14
17,0,10,,18,frc7747,4,6,0,1.4,144,90,108,123,14
18,0,10,,19,frc7435,5,5,0,1.4,144,38,87,93,14
19,0,10,,20,frc7452,4,4,2,1.4,84,64,135,120,14
20,0,10,,21,frc6744,5,5,0,1.3,177,78,108,96,13
21,0,10,,22,frc1178,4,5,1,1.3,150,68,102,87,13
22,0,10,,23,frc1288,4,6,0,1.3,129,60,81,84,13
23,0,10,,24,frc1706,5,5,0,1.3,126,92,84,102,13
24,0,10,,25,frc7117,4,5,1,1.3,102,46,90,102,13
25,0,10,,26,frc5326,6,4,0,1.3,99,64,117,93,13
26,0,10,,27,frc7472,5,5,0,1.3,87,82,108,93,13
27,0,10,,28,frc3397,5,5,0,1.2,174,56,102,105,12
28,0,10,,29,frc4232,6,4,0,1.2,138,62,114,117,12
29,0,10,,30,frc1985,6,4,0,1.2,96,84,114,99,12
30,0,10,,31,frc1208,6,4,0,1.1,162,62,81,99,11
31,0,10,,32,frc3197,6,4,0,1.1,135,74,99,96,11
32,0,10,,33,frc6817,6,4,0,1.1,93,60,114,96,11
33,0,10,,34,frc7746,7,3,0,1,132,46,87,84,10
34,0,10,,35,frc4187,6,3,1,1,111,46,93,111,10
35,0,10,,36,frc4246,7,3,0,1,108,76,135,111,10
36,0,10,,37,frc1329,5,4,1,0.9,207,98,72,93,9
37,0,10,,38,frc6391,7,2,1,0.9,117,70,102,126,9
38,0,10,,39,frc5836,7,3,0,0.9,111,44,84,69,9
39,0,10,,40,frc2707,6,3,1,0.9,105,60,90,105,9
40,0,10,,41,frc7496,7,3,0,0.8,117,42,84,108,8
41,0,10,,42,frc5060,8,2,0,0.8,102,52,102,102,8
42,0,10,,43,frc5583,7,3,0,0.8,81,28,90,123,8
43,0,10,,44,frc2010,6,3,1,0.8,60,88,93,99,8
44,0,10,,45,frc4330,7,3,0,0.7,135,66,63,117,7
45,0,10,,46,frc5147,7,3,0,0.7,114,62,96,126,7
46,0,10,,47,frc2408,8,2,0,0.6,90,50,90,99,6
47,0,10,,48,frc6660,9,1,0,0.3,102,48,69,96,3
0,0,12,,1,frc303,1,11,0,3.25,408,188,231,171,39
1,0,12,,2,frc225,2,9,1,3,399,206,228,165,36
2,0,12,,3,frc1807,2,10,0,2.66,399,192,234,156,32
3,0,12,,4,frc1923,4,8,0,2.66,351,170,210,162,32
4,0,12,,5,frc747,4,8,0,2.58,282,142,246,174,31
5,0,12,,6,frc56,3,8,1,2.5,336,166,261,156,30
6,0,12,,7,frc222,5,7,0,2.5,330,168,198,177,30
7,0,12,,8,frc2607,5,6,1,2.41,378,176,213,177,29
8,0,12,,9,frc365,5,6,1,2.33,357,152,252,159,28
9,0,12,,10,frc5992,4,8,0,2.33,330,170,180,156,28
10,0,12,,11,frc2577,6,6,0,2.33,306,164,243,177,28
11,0,12,,12,frc102,4,8,0,2.33,294,142,222,177,28
12,0,12,,13,frc5113,4,7,1,2.25,381,154,210,168,27
13,0,12,,14,frc1391,4,7,1,2.25,342,150,213,162,27
14,0,12,,15,frc1676,5,7,0,2.25,339,166,210,177,27
15,0,12,,16,frc103,6,6,0,2.16,390,178,234,144,26
16,0,12,,17,frc2539,4,6,2,2.16,384,176,234,150,26
17,0,12,,18,frc1218,6,6,0,2.16,330,162,234,162,26
18,0,12,,19,frc3314,5,6,1,2.08,324,162,201,144,25
19,0,12,,20,frc5404,6,6,0,2.08,324,120,234,174,25
20,0,12,,21,frc7587,5,7,0,2.08,315,126,201,180,25
21,0,12,,22,frc834,6,6,0,2,384,160,216,174,24
22,0,12,,23,frc1495,6,5,1,2,363,148,210,159,24
23,0,12,,24,frc1712,6,6,0,2,357,182,204,147,24
24,0,12,,25,frc433,5,6,1,2,351,138,219,171,24
25,0,12,,26,frc272,5,7,0,2,348,156,207,162,24
26,0,12,,27,frc2016,5,7,0,2,333,148,204,177,24
27,0,12,,28,frc1640,5,6,1,2,324,168,219,177,24
28,0,12,,29,frc1257,5,6,1,2,315,118,201,168,24
29,0,12,,30,frc41,6,6,0,2,309,196,201,147,24
30,0,12,,31,frc708,6,6,0,2,303,148,207,147,24
31,0,12,,32,frc5407,5,7,0,2,300,164,201,159,24
32,0,12,,33,frc4342,6,6,0,2,297,128,231,156,24
33,0,12,,34,frc2729,5,6,1,1.91,354,156,216,165,23
34,0,12,,35,frc3637,5,7,0,1.91,336,154,180,174,23
35,0,12,,36,frc75,6,4,2,1.91,327,142,213,156,23
36,0,12,,37,frc6226,7,5,0,1.91,294,140,225,150,23
37,0,12,,38,frc1626,8,4,0,1.91,291,146,225,174,23
38,0,12,,39,frc5895,6,6,0,1.83,363,190,186,171,22
39,0,12,,40,frc5401,6,6,0,1.83,357,180,165,174,22
40,0,12,,41,frc223,7,4,1,1.83,354,176,189,171,22
41,0,12,,42,frc11,5,6,1,1.83,351,182,180,153,22
42,0,12,,43,frc4653,7,5,0,1.83,315,126,204,156,22
43,0,12,,44,frc3974,7,4,1,1.75,282,128,234,159,21
44,0,12,,45,frc1403,7,5,0,1.66,366,132,210,156,20
45,0,12,,46,frc2590,7,5,0,1.66,357,152,204,174,20
46,0,12,,47,frc6945,7,5,0,1.66,315,136,198,147,20
47,0,12,,48,frc5181,7,4,1,1.66,312,136,192,156,20
48,0,12,,49,frc5420,6,5,1,1.58,258,116,177,159,19
49,0,12,,50,frc1279,7,5,0,1.5,318,132,183,174,18
50,0,12,,51,frc3340,7,5,0,1.5,264,116,192,171,18
51,0,12,,52,frc7414,8,4,0,1.41,309,162,177,162,17
52,0,12,,53,frc2191,7,4,1,1.41,306,106,165,147,17
53,0,12,,54,frc4285,8,4,0,1.41,279,112,180,177,17
54,0,12,,55,frc1647,9,3,0,1.41,276,154,195,165,17
55,0,12,,56,frc4454,9,3,0,1.33,255,96,207,177,16
56,0,12,,57,frc5684,8,4,0,1.25,336,162,168,159,15
57,0,12,,58,frc4573,8,3,1,1.25,273,106,198,171,15
58,0,12,,59,frc25,7,4,1,1.16,324,158,153,168,14
59,0,12,,60,frc6943,11,1,0,0.66,219,92,159,159,8
0,0,12,,1,frc1912,3,9,0,2.41,246,80,216,156,29
1,0,12,,2,frc3039,1,11,0,2.16,300,112,147,150,26
2,0,12,,3,frc2992,4,8,0,2.08,231,118,180,153,25
3,0,12,,4,frc2992B,4,7,1,1.83,153,80,165,168,22
4,0,12,,5,frc364,5,7,0,1.75,240,110,156,165,21
5,0,12,,6,frc2183,4,8,0,1.58,171,114,111,150,19
6,0,12,,7,frc4336,5,6,1,1.58,165,120,147,171,19
7,0,12,,8,frc6829B,5,7,0,1.58,162,60,141,162,19
8,0,12,,9,frc1421,5,6,1,1.5,240,80,141,153,18
9,0,12,,10,frc6829,6,6,0,1.41,177,88,120,156,17
10,0,12,,11,frc2080,7,5,0,1.33,201,56,147,141,16
11,0,12,,12,frc2183B,5,7,0,1.33,195,88,102,150,16
12,0,12,,13,frc4336B,6,5,1,1.33,174,62,135,162,16
13,0,12,,14,frc3753,8,4,0,1.33,150,58,147,156,16
14,0,12,,15,frc456,7,5,0,1.25,216,58,129,144,15
15,0,12,,16,frc3039B,7,5,0,1.08,147,86,117,156,13
16,0,12,,17,frc5997B,7,5,0,1.08,147,46,111,141,13
17,0,12,,18,frc3753B,7,4,1,1.08,126,46,114,132,13
18,0,12,,19,frc7430,7,5,0,1,207,66,93,111,12
19,0,12,,20,frc5997,8,4,0,1,180,80,117,141,12
20,0,12,,21,frc3991,7,5,0,1,162,34,84,159,12
21,0,12,,22,frc3946,7,4,1,1,159,64,81,165,12
22,0,12,,23,frc1927,8,4,0,0.91,174,76,117,150,11
23,0,12,,24,frc7094,8,4,0,0.83,186,60,87,153,10
0,0,11,,1,frc3933,1,10,0,2.27,213,44,135,93,25
1,0,11,,2,frc6647,2,9,0,2,231,56,135,99,22
2,0,11,,3,frc3522,4,7,0,2,201,48,165,117,22
3,0,11,,4,frc3478,4,7,0,1.9,231,72,156,87,21
4,0,11,,5,frc5696,2,9,0,1.81,159,60,114,84,20
5,0,11,,6,frc3354,3,8,0,1.72,168,28,108,114,19
6,0,11,,7,frc4775,4,7,0,1.63,210,30,132,120,18
7,0,11,,8,frc5948,4,7,0,1.54,198,34,87,96,17
8,0,11,,9,frc3472,3,7,1,1.54,183,40,105,93,17
9,0,11,,10,frc3480,3,7,1,1.45,213,46,93,93,16
10,0,11,,11,frc7161,5,5,1,1.18,195,40,93,93,13
11,0,11,,12,frc7753,5,6,0,1.09,177,34,69,96,12
12,0,11,,13,frc4371,6,4,1,1.09,165,30,108,75,12
13,0,11,,14,frc5344,6,5,0,1.09,162,42,102,96,12
14,0,11,,15,frc6606,6,5,0,1.09,141,24,87,75,12
15,0,11,,16,frc2283,7,4,0,1,204,34,105,108,11
16,0,11,,17,frc3527,6,5,0,1,150,40,87,102,11
17,2,11,,18,frc7752,5,4,0,1,147,38,93,57,11
18,0,11,,19,frc5412,7,4,0,0.9,183,38,99,87,10
19,0,11,,20,frc4635,7,4,0,0.81,195,76,114,87,9
20,0,11,,21,frc3794,8,3,0,0.81,144,32,105,108,9
21,0,11,,22,frc4731,7,4,0,0.72,135,40,90,66,8
22,0,11,,23,frc4010,7,3,1,0.63,186,38,81,96,7
23,0,11,,24,frc7678,8,3,0,0.63,162,50,78,81,7
24,0,11,,25,frc4401,9,2,0,0.54,159,22,102,87,6
25,0,11,,26,frc5716,8,2,1,0.54,132,74,87,105,6
26,0,11,,27,frc5887,9,2,0,0.45,117,42,48,66,5
0,0,10,,1,frc3478,1,9,0,1.9,186,46,87,81,19
1,0,10,,2,frc3480,1,9,0,1.8,186,48,81,72,18
2,0,10,,3,frc4775,2,8,0,1.6,186,36,84,105,16
3,0,10,,4,frc4635,2,8,0,1.6,174,60,75,93,16
4,0,10,,5,frc7740,2,8,0,1.6,135,42,75,72,16
5,0,10,,6,frc4584,2,8,0,1.6,96,78,66,120,16
6,0,10,,7,frc3158,3,7,0,1.4,180,44,60,117,14
7,0,10,,8,frc6694,3,7,0,1.4,144,32,81,78,14
8,0,10,,9,frc4400,4,6,0,1.2,174,32,81,78,12
9,0,10,,10,frc5312,4,6,0,1.2,165,34,78,87,12
10,0,10,,11,frc3933,4,6,0,1.2,162,62,69,90,12
11,0,10,,12,frc6348,4,6,0,1.2,129,20,72,90,12
12,1,10,,13,frc6017,3,6,0,1.2,111,30,60,93,12
13,0,10,,14,frc4403,4,6,0,1.2,87,54,57,78,12
14,0,10,,15,frc7421,4,6,0,1.2,78,62,63,84,12
15,0,10,,16,frc6647,4,5,1,1.1,177,40,69,84,11
16,0,10,,17,frc6106,4,5,1,1.1,144,58,72,69,11
17,0,10,,18,frc7725,4,5,1,1.1,117,36,57,78,11
18,0,10,,19,frc6319,4,5,1,1.1,87,42,69,102,11
19,1,10,,20,frc4782,4,5,0,1,111,14,48,72,10
20,0,10,,21,frc7299,5,5,0,1,105,46,72,69,10
21,1,10,,22,frc4010,4,5,0,1,102,34,45,60,10
22,0,10,,23,frc6444,4,4,2,1,84,56,66,108,10
23,0,10,,24,frc3510,5,5,0,1,81,34,60,90,10
24,0,10,,25,frc6218,5,4,1,0.9,126,36,69,75,9
25,0,10,,26,frc6676,6,4,0,0.9,72,32,81,63,9
26,0,10,,27,frc6652,5,4,1,0.9,60,48,45,81,9
27,0,10,,28,frc6702,5,4,1,0.9,57,60,75,114,9
28,0,10,,29,frc6170,6,4,0,0.8,126,52,63,75,8
29,0,10,,30,frc6200,6,4,0,0.8,120,24,48,90,8
30,0,10,,31,frc5959,6,4,0,0.8,117,16,63,75,8
31,0,10,,32,frc7102,6,4,0,0.8,114,26,60,87,8
32,0,10,,33,frc3526,6,4,0,0.8,93,30,57,99,8
33,0,10,,34,frc5948,7,3,0,0.7,138,14,66,66,7
34,1,10,,35,frc6896,5,3,1,0.7,96,22,63,72,7
35,0,10,,36,frc6666,7,3,0,0.6,114,18,54,60,6
36,0,10,,37,frc5874,7,3,0,0.6,96,40,69,72,6
37,0,10,,38,frc6010,7,3,0,0.6,75,34,72,75,6
38,0,10,,39,frc5133,7,2,1,0.5,105,30,63,90,5
39,0,10,,40,frc7546,7,2,1,0.5,90,14,66,96,5
40,0,10,,41,frc6156,8,2,0,0.4,87,46,72,84,4
41,0,10,,42,frc4735,9,1,0,0.2,114,36,45,75,2
42,0,10,,43,frc4355,9,1,0,0.2,111,20,51,63,2
0,0,11,,1,frc6647,1,10,0,2.18,255,56,123,117,24
1,0,11,,2,frc4775,4,7,0,2.09,189,50,162,132,23
2,0,11,,3,frc6200,1,10,0,1.81,231,94,72,102,20
3,0,11,,4,frc4735,1,10,0,1.81,165,76,87,132,20
4,0,11,,5,frc5312,3,8,0,1.72,246,56,126,108,19
5,0,11,,6,frc4401,3,8,0,1.72,210,34,135,141,19
6,0,11,,7,frc6896,3,8,0,1.45,201,60,84,135,16
7,0,11,,8,frc5344,3,8,0,1.45,162,60,78,114,16
8,0,11,,9,frc4403,4,7,0,1.36,213,68,96,126,15
9,0,11,,10,frc6017,4,7,0,1.36,174,32,93,147,15
10,0,11,,11,frc7706,4,7,0,1.36,162,70,93,117,15
11,0,11,,12,frc4400,5,6,0,1.27,198,34,96,99,14
12,0,11,,13,frc6170,5,6,0,1.18,195,48,75,129,13
13,0,11,,14,frc7653,5,6,0,1.18,162,72,87,99,13
14,0,11,,15,frc5705,5,6,0,1.18,144,62,93,120,13
15,0,11,,16,frc4603,5,6,0,1.09,228,54,84,138,12
16,0,11,,17,frc6608,5,6,0,1.09,183,54,81,138,12
17,0,11,,18,frc3472,6,5,0,1,201,48,84,99,11
18,0,11,,19,frc4635,6,5,0,1,195,94,84,111,11
19,0,11,,20,frc7725,6,5,0,1,123,74,102,147,11
20,0,11,,21,frc7161,6,5,0,0.9,198,54,81,105,10
21,0,11,,22,frc4355,7,4,0,0.9,186,46,111,111,10
22,0,11,,23,frc6483,6,5,0,0.9,156,38,78,90,10
23,0,11,,24,frc7421,6,5,0,0.9,147,66,81,111,10
24,2,11,,25,frc7040,5,4,0,0.81,126,48,75,93,9
25,0,11,,26,frc3526,7,4,0,0.72,180,32,78,141,8
26,0,11,,27,frc7687,7,4,0,0.72,153,54,75,117,8
27,0,11,,28,frc6199,7,4,0,0.72,135,48,54,75,8
28,0,11,,29,frc5887,8,3,0,0.63,162,26,99,105,7
29,0,11,,30,frc5526,8,3,0,0.63,159,34,96,120,7
30,0,11,,31,frc7699,8,3,0,0.63,144,44,84,90,7
31,0,11,,32,frc7037,8,3,0,0.63,132,42,96,81,7
32,1,11,,33,frc7018,7,3,0,0.63,117,12,60,81,7
33,0,11,,34,frc6965,9,2,0,0.54,117,50,96,114,6
34,0,11,,35,frc7669,9,2,0,0.45,150,42,78,87,5
35,0,11,,36,frc7577,9,2,0,0.45,120,28,90,75,5
0,0,12,,1,frc5190,4,8,0,2.5,255,120,216,132,30
1,0,12,,2,frc3196,2,10,0,2.41,246,92,204,141,29
2,0,12,,3,frc2655,1,11,0,2.25,282,136,162,135,27
3,0,12,,4,frc4828,4,7,1,2.16,177,82,198,153,26
4,0,12,,5,frc6502,2,10,0,2.08,255,110,135,141,25
5,0,12,,6,frc3229,5,7,0,1.91,264,94,168,165,23
6,0,12,,7,frc4561,4,8,0,1.91,249,98,168,171,23
7,0,12,,8,frc7890,4,7,1,1.91,180,74,195,159,23
8,0,12,,9,frc4290,4,8,0,1.75,231,68,129,168,21
9,0,12,,10,frc1533,4,8,0,1.66,273,126,123,144,20
10,0,12,,11,frc587,3,9,0,1.66,258,78,123,162,20
11,0,12,,12,frc3680,4,8,0,1.66,213,112,126,165,20
12,0,12,,13,frc5727,4,7,1,1.66,162,146,135,141,20
13,0,12,,14,frc4935,5,5,2,1.66,150,104,138,156,20
14,0,12,,15,frc7443,5,7,0,1.5,150,78,141,150,18
15,0,12,,16,frc5679,5,7,0,1.41,159,62,129,156,17
16,0,12,,17,frc3506,6,5,1,1.33,225,84,141,162,16
17,0,12,,18,frc6894,6,6,0,1.33,153,54,126,153,16
18,0,12,,19,frc6908,7,5,0,1.25,201,60,156,153,15
19,0,12,,20,frc1225,7,4,1,1.25,180,76,153,153,15
20,0,12,,21,frc3459,8,3,1,1.25,150,54,189,132,15
21,0,12,,22,frc2640,7,5,0,1.25,144,100,138,147,15
22,0,12,,23,frc6639,7,5,0,1.16,147,96,135,165,14
23,0,12,,24,frc7815,7,5,0,1.16,141,72,123,156,14
24,0,12,,25,frc5518,8,4,0,1.16,114,100,120,168,14
25,0,12,,26,frc6332,8,3,1,1.08,168,66,135,165,13
26,0,12,,27,frc900,9,3,0,0.91,168,130,147,144,11
27,0,12,,28,frc6888,9,3,0,0.91,153,60,138,141,11
28,0,12,,29,frc6899,8,2,2,0.75,135,66,126,162,9
29,2,12,,30,frc3661,8,2,0,0.75,120,58,114,105,9
30,0,12,,31,frc6932,10,2,0,0.58,129,158,132,120,7
31,0,12,,32,frc5854,10,1,1,0.5,171,68,117,159,6
0,0,12,,1,frc5190,2,10,0,2.83,345,190,216,141,34
1,0,12,,2,frc1533,3,9,0,2.33,309,164,180,156,28
2,0,12,,3,frc4534,3,9,0,2.25,354,176,192,138,27
3,0,12,,4,frc3196,4,8,0,2.25,300,148,213,150,27
4,0,12,,5,frc587,2,9,1,2.25,276,138,171,168,27
5,0,12,,6,frc2642,5,7,0,2.16,321,132,222,168,26
6,0,12,,7,frc4828,4,8,0,2.16,303,130,219,168,26
7,0,12,,8,frc4561,5,7,0,2.08,291,136,195,168,25
8,0,12,,9,frc3459,5,7,0,2.08,285,94,198,138,25
9,0,12,,10,frc2640,5,6,1,2.08,252,102,231,153,25
10,0,12,,11,frc5511,5,7,0,2,315,150,195,153,24
11,0,12,,12,frc3506,5,7,0,1.91,324,128,177,168,23
12,0,12,,13,frc6500,4,8,0,1.91,306,154,156,159,23
13,0,12,,14,frc2059,6,6,0,1.91,279,84,204,138,23
14,0,12,,15,frc6502,4,7,1,1.83,342,176,150,153,22
15,0,12,,16,frc4290,5,6,1,1.83,285,102,177,168,22
16,0,12,,17,frc7890,6,5,1,1.83,267,112,216,162,22
17,0,12,,18,frc7763,6,6,0,1.83,213,190,189,171,22
18,0,12,,19,frc2655,6,5,1,1.75,312,142,180,150,21
19,0,12,,20,frc2682,6,6,0,1.75,291,140,165,168,21
20,0,12,,21,frc4795,6,4,2,1.66,285,108,204,168,20
21,0,12,,22,frc3737,5,6,1,1.58,291,178,168,162,19
22,0,12,,23,frc5762,7,5,0,1.5,291,112,186,162,18
23,0,12,,24,frc3229,7,5,0,1.41,291,132,153,168,17
24,0,12,,25,frc6729,6,4,2,1.25,270,118,144,165,15
25,0,12,,26,frc4291,8,4,0,1.08,258,94,159,162,13
26,0,12,,27,frc7265,9,3,0,1,279,122,138,147,12
27,0,12,,28,frc900,9,2,1,1,249,146,159,135,12
28,1,12,,29,frc5607,8,3,0,1,237,96,171,153,12
29,0,12,,30,frc7671,9,3,0,0.91,324,150,159,135,11
30,0,12,,31,frc4935,9,3,0,0.91,261,132,117,150,11
31,0,12,,32,frc7443,11,1,0,0.58,210,94,150,153,7
0,0,12,,1,frc2059,2,10,0,2.58,222,56,192,105,31
1,0,12,,2,frc4795,3,8,1,2.33,156,46,198,108,28
2,0,12,,3,frc2655,0,10,2,2.08,261,104,138,126,25
3,0,12,,4,frc4534,1,9,2,2,231,76,135,111,24
4,0,12,,5,frc3196,5,6,1,1.75,222,48,165,120,21
5,0,12,,6,frc7763,2,9,1,1.75,135,138,99,144,21
6,1,12,,7,frc7265,3,8,0,1.75,111,32,105,141,21
7,0,12,,8,frc4935,3,8,1,1.75,93,72,111,126,21
8,0,12,,9,frc3506,4,8,0,1.66,138,46,117,117,20
9,0,12,,10,frc5919,5,7,0,1.66,84,72,135,111,20
10,0,12,,11,frc5762,4,8,0,1.5,195,48,111,156,18
11,0,12,,12,frc1533,6,6,0,1.41,174,82,153,129,17
12,0,12,,13,frc6214,6,6,0,1.41,135,40,141,129,17
13,0,12,,14,frc3822,5,7,0,1.41,93,64,99,102,17
14,1,12,,15,frc6565,4,7,0,1.33,141,50,87,135,16
15,0,12,,16,frc3680,4,6,2,1.33,129,98,105,111,16
16,0,12,,17,frc2640,6,6,0,1.25,84,70,108,96,15
17,0,12,,18,frc6512,7,5,0,1.16,132,68,126,111,14
18,0,12,,19,frc4290,5,5,2,1.16,132,48,96,114,14
19,0,12,,20,frc6932,6,5,1,1.16,108,100,96,102,14
20,1,12,,21,frc5679,3,5,3,1.16,90,50,66,117,14
21,0,12,,22,frc5544,6,6,0,1.08,222,56,87,126,13
22,1,12,,23,frc5854,6,5,0,1.08,111,52,105,111,13
23,0,12,,24,frc5727,7,4,1,1,81,82,99,114,12
24,2,12,,25,frc7815,5,4,1,1,81,40,78,69,12
25,0,12,,26,frc587,8,4,0,0.91,123,36,132,132,11
26,0,12,,27,frc6894,7,4,1,0.91,99,40,81,72,11
27,1,12,,28,frc1225,8,3,0,0.91,72,26,111,135,11
28,0,12,,29,frc4829,7,5,0,0.83,117,126,54,138,10
29,0,12,,30,frc6899,8,4,0,0.83,96,50,96,93,10
30,1,12,,31,frc7270,7,3,1,0.83,78,32,96,69,10
31,0,12,,32,frc6240,9,3,0,0.75,63,44,111,105,9
32,1,12,,33,frc6729,9,2,0,0.58,93,40,117,117,7
33,1,12,,34,frc6004,8,1,2,0.5,45,66,90,81,6
34,6,12,,35,frc3215,5,1,0,0.41,57,14,69,45,5
35,1,12,,36,frc6888,9,0,2,0.25,96,46,81,93,3
0,0,12,,1,frc5511,4,8,0,2.25,195,66,198,144,27
1,0,12,,2,frc4795,4,8,0,2.08,219,50,186,153,25
2,0,12,,3,frc4534,3,9,0,1.83,249,108,156,162,22
3,0,12,,4,frc4291,3,9,0,1.83,174,46,117,150,22
4,0,12,,5,frc7890,3,9,0,1.66,204,60,135,153,20
5,0,12,,6,frc3737,3,9,0,1.58,210,98,99,156,19
6,0,12,,7,frc6500,4,8,0,1.5,258,54,99,141,18
7,0,12,,8,frc3336,4,8,0,1.5,249,68,105,159,18
8,0,12,,9,frc5607,4,8,0,1.5,219,62,117,168,18
9,0,12,,10,frc5544,4,8,0,1.41,258,90,105,138,17
10,0,12,,11,frc2682,4,7,1,1.33,246,88,99,156,16
11,0,12,,12,frc6639,5,7,0,1.33,180,74,105,150,16
12,0,12,,13,frc2642,5,7,0,1.25,249,88,90,147,15
13,0,12,,14,frc435,5,7,0,1.25,225,62,99,132,15
14,0,12,,15,frc7671,6,6,0,1.16,231,70,111,141,14
15,0,12,,16,frc5160,5,7,0,1.16,231,58,93,153,14
16,0,12,,17,frc7029,6,6,0,1.16,207,54,111,129,14
17,0,12,,18,frc6729,5,7,0,1.16,168,98,78,162,14
18,0,12,,19,frc6426,7,5,0,1.16,153,42,117,144,14
19,0,12,,20,frc6004,7,5,0,1.16,141,48,141,168,14
20,0,12,,21,frc6214,6,6,0,1.08,195,54,111,174,13
21,0,12,,22,frc3822,6,5,1,1.08,177,84,99,141,13
22,0,12,,23,frc7265,6,5,1,1.08,159,40,102,153,13
23,0,12,,24,frc4829,7,5,0,1.08,147,130,123,162,13
24,1,12,,25,frc7270,6,5,0,1.08,147,44,102,132,13
25,0,12,,26,frc3661,6,5,1,1.08,120,42,93,153,13
26,0,12,,27,frc7443,7,5,0,1,192,62,120,165,12
27,0,12,,28,frc7675,7,5,0,0.91,189,56,102,141,11
28,0,12,,29,frc7463,7,5,0,0.91,156,52,93,156,11
29,0,12,,30,frc3796,8,4,0,0.83,120,52,93,144,10
30,1,12,,31,frc6512,7,3,1,0.75,126,48,84,135,9
31,0,12,,32,frc7739,9,3,0,0.66,162,42,108,138,8
32,0,12,,33,frc4816,9,3,0,0.66,150,32,102,147,8
33,0,12,,34,frc7715,9,3,0,0.58,165,56,96,141,7
34,0,12,,35,frc3215,9,2,1,0.5,123,34,78,111,6
35,0,12,,36,frc6215,11,1,0,0.33,147,30,102,126,4
0,0,12,,1,frc5511,4,8,0,2.16,141,90,177,96,26
1,0,12,,2,frc4561,2,9,1,1.83,201,50,102,144,22
2,0,12,,3,frc7671,2,10,0,1.83,168,36,105,105,22
3,0,12,,4,frc900,3,9,0,1.83,87,88,126,111,22
4,0,12,,5,frc2059,5,7,0,1.75,150,30,144,99,21
5,0,12,,6,frc3229,3,9,0,1.66,192,74,96,132,20
6,0,12,,7,frc6908,3,8,1,1.58,141,44,93,108,19
7,0,12,,8,frc5762,5,7,0,1.41,165,28,108,81,17
8,0,12,,9,frc6500,5,7,0,1.25,177,30,81,102,15
